"Befolkning efter region, ålder, utbildningsnivå, kön och år"

"region","ålder","utbildningsnivå","kön","2010","2011","2012","2013","2014","2015","2016","2017"
"10 Blekinge län","16-24 år","förgymnasial utbildning, 9 (10) år","män",3603,3520,3315,3116,3045,3026,3209,3223
"10 Blekinge län","16-24 år","förgymnasial utbildning, 9 (10) år","kvinnor",3276,3088,2991,2786,2778,2680,2658,2674
"10 Blekinge län","16-24 år","gymnasial utbildning, högst 2 år","män",429,405,343,302,309,307,326,284
"10 Blekinge län","16-24 år","gymnasial utbildning, högst 2 år","kvinnor",334,327,279,262,270,263,250,226
"10 Blekinge län","16-24 år","gymnasial utbildning, 3 år","män",3761,3861,4013,4000,3968,3797,3560,3503
"10 Blekinge län","16-24 år","gymnasial utbildning, 3 år","kvinnor",3028,3124,3077,3127,3037,2943,2855,2788
"10 Blekinge län","16-24 år","eftergymnasial utbildning, mindre än 3 år","män",912,1047,1065,980,1002,1077,1155,1095
"10 Blekinge län","16-24 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",823,888,862,890,895,870,855,809
"10 Blekinge län","16-24 år","eftergymnasial utbildning, 3 år eller mer","män",204,193,212,232,233,263,276,276
"10 Blekinge län","16-24 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",272,252,258,286,325,321,326,313
"10 Blekinge län","16-24 år","forskarutbildning","män",0,1,1,0,0,0,0,0
"10 Blekinge län","16-24 år","forskarutbildning","kvinnor",0,0,0,0,0,0,0,0
"10 Blekinge län","16-24 år","uppgift om utbildningsnivå saknas","män",614,507,481,443,451,582,691,669
"10 Blekinge län","16-24 år","uppgift om utbildningsnivå saknas","kvinnor",337,296,266,289,304,346,405,357
"10 Blekinge län","25-34 år","förgymnasial utbildning kortare än 9 år","män",135,152,154,171,208,244,277,282
"10 Blekinge län","25-34 år","förgymnasial utbildning kortare än 9 år","kvinnor",143,168,187,190,234,258,268,266
"10 Blekinge län","25-34 år","förgymnasial utbildning, 9 (10) år","män",834,834,839,816,826,869,896,906
"10 Blekinge län","25-34 år","förgymnasial utbildning, 9 (10) år","kvinnor",524,510,525,498,502,513,542,546
"10 Blekinge län","25-34 år","gymnasial utbildning, högst 2 år","män",790,771,837,877,893,914,918,932
"10 Blekinge län","25-34 år","gymnasial utbildning, högst 2 år","kvinnor",499,498,523,574,603,637,673,704
"10 Blekinge län","25-34 år","gymnasial utbildning, 3 år","män",3491,3488,3489,3545,3706,3954,4151,4356
"10 Blekinge län","25-34 år","gymnasial utbildning, 3 år","kvinnor",2388,2383,2334,2369,2471,2631,2797,2913
"10 Blekinge län","25-34 år","eftergymnasial utbildning, mindre än 3 år","män",1666,1719,1611,1582,1553,1556,1629,1707
"10 Blekinge län","25-34 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1206,1254,1257,1302,1289,1362,1396,1485
"10 Blekinge län","25-34 år","eftergymnasial utbildning, 3 år eller mer","män",1951,1854,1583,1545,1603,1654,1714,1690
"10 Blekinge län","25-34 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",2578,2565,2501,2506,2493,2529,2569,2560
"10 Blekinge län","25-34 år","forskarutbildning","män",28,29,21,20,20,23,25,22
"10 Blekinge län","25-34 år","forskarutbildning","kvinnor",16,13,13,17,15,11,20,14
"10 Blekinge län","25-34 år","uppgift om utbildningsnivå saknas","män",539,386,283,287,300,291,358,347
"10 Blekinge län","25-34 år","uppgift om utbildningsnivå saknas","kvinnor",232,184,195,199,186,202,237,236
"10 Blekinge län","35-44 år","förgymnasial utbildning kortare än 9 år","män",113,106,132,156,206,245,254,278
"10 Blekinge län","35-44 år","förgymnasial utbildning kortare än 9 år","kvinnor",170,179,174,203,219,259,293,316
"10 Blekinge län","35-44 år","förgymnasial utbildning, 9 (10) år","män",803,759,736,771,811,834,820,812
"10 Blekinge län","35-44 år","förgymnasial utbildning, 9 (10) år","kvinnor",564,548,504,515,533,534,529,516
"10 Blekinge län","35-44 år","gymnasial utbildning, högst 2 år","män",3899,3467,2990,2513,2155,1826,1559,1333
"10 Blekinge län","35-44 år","gymnasial utbildning, högst 2 år","kvinnor",2373,2025,1775,1520,1316,1126,925,818
"10 Blekinge län","35-44 år","gymnasial utbildning, 3 år","män",1709,1947,2190,2354,2545,2764,2929,3048
"10 Blekinge län","35-44 år","gymnasial utbildning, 3 år","kvinnor",2094,2138,2200,2239,2257,2256,2263,2252
"10 Blekinge län","35-44 år","eftergymnasial utbildning, mindre än 3 år","män",1651,1621,1594,1539,1514,1538,1575,1574
"10 Blekinge län","35-44 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1624,1555,1466,1421,1383,1353,1322,1295
"10 Blekinge län","35-44 år","eftergymnasial utbildning, 3 år eller mer","män",1736,1780,1796,1861,1910,1960,1994,2042
"10 Blekinge län","35-44 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",2599,2721,2886,3040,3225,3363,3417,3477
"10 Blekinge län","35-44 år","forskarutbildning","män",75,67,76,83,84,87,95,77
"10 Blekinge län","35-44 år","forskarutbildning","kvinnor",30,35,37,37,36,47,51,54
"10 Blekinge län","35-44 år","uppgift om utbildningsnivå saknas","män",146,130,115,130,130,152,195,206
"10 Blekinge län","35-44 år","uppgift om utbildningsnivå saknas","kvinnor",91,77,86,96,91,88,128,114
"10 Blekinge län","45-54 år","förgymnasial utbildning kortare än 9 år","män",138,137,139,141,150,167,174,185
"10 Blekinge län","45-54 år","förgymnasial utbildning kortare än 9 år","kvinnor",144,137,148,160,184,190,206,222
"10 Blekinge län","45-54 år","förgymnasial utbildning, 9 (10) år","män",1405,1322,1254,1167,1107,1046,999,969
"10 Blekinge län","45-54 år","förgymnasial utbildning, 9 (10) år","kvinnor",956,868,812,741,693,649,629,628
"10 Blekinge län","45-54 år","gymnasial utbildning, högst 2 år","män",4639,4767,4876,5001,5014,5027,4984,4807
"10 Blekinge län","45-54 år","gymnasial utbildning, högst 2 år","kvinnor",3637,3628,3506,3435,3359,3305,3209,3031
"10 Blekinge län","45-54 år","gymnasial utbildning, 3 år","män",1005,1029,1059,1117,1114,1122,1176,1252
"10 Blekinge län","45-54 år","gymnasial utbildning, 3 år","kvinnor",1322,1434,1534,1609,1711,1796,1850,1906
"10 Blekinge län","45-54 år","eftergymnasial utbildning, mindre än 3 år","män",1335,1404,1453,1530,1589,1701,1761,1772
"10 Blekinge län","45-54 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1571,1639,1655,1643,1679,1725,1786,1822
"10 Blekinge län","45-54 år","eftergymnasial utbildning, 3 år eller mer","män",1304,1344,1373,1414,1445,1527,1591,1670
"10 Blekinge län","45-54 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",1748,1837,1896,1974,2088,2201,2336,2510
"10 Blekinge län","45-54 år","forskarutbildning","män",69,73,69,72,71,71,74,77
"10 Blekinge län","45-54 år","forskarutbildning","kvinnor",35,36,32,32,35,39,44,45
"10 Blekinge län","45-54 år","uppgift om utbildningsnivå saknas","män",87,77,78,84,82,81,95,91
"10 Blekinge län","45-54 år","uppgift om utbildningsnivå saknas","kvinnor",56,48,48,55,37,47,56,63
"10 Blekinge län","55-64 år","förgymnasial utbildning kortare än 9 år","män",1876,1543,1248,971,734,506,347,259
"10 Blekinge län","55-64 år","förgymnasial utbildning kortare än 9 år","kvinnor",1367,1093,890,691,502,377,270,213
"10 Blekinge län","55-64 år","förgymnasial utbildning, 9 (10) år","män",1200,1331,1424,1503,1572,1633,1633,1588
"10 Blekinge län","55-64 år","förgymnasial utbildning, 9 (10) år","kvinnor",1162,1208,1222,1238,1251,1264,1227,1134
"10 Blekinge län","55-64 år","gymnasial utbildning, högst 2 år","män",3010,3103,3201,3340,3470,3684,3794,3976
"10 Blekinge län","55-64 år","gymnasial utbildning, högst 2 år","kvinnor",3896,3843,3791,3710,3639,3584,3547,3488
"10 Blekinge län","55-64 år","gymnasial utbildning, 3 år","män",1268,1215,1117,1025,986,938,928,936
"10 Blekinge län","55-64 år","gymnasial utbildning, 3 år","kvinnor",967,982,992,1006,1021,1036,1079,1130
"10 Blekinge län","55-64 år","eftergymnasial utbildning, mindre än 3 år","män",1262,1284,1265,1261,1269,1233,1231,1237
"10 Blekinge län","55-64 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1360,1379,1405,1464,1465,1463,1477,1486
"10 Blekinge län","55-64 år","eftergymnasial utbildning, 3 år eller mer","män",1414,1346,1329,1287,1254,1264,1267,1277
"10 Blekinge län","55-64 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",1478,1503,1565,1592,1605,1613,1622,1620
"10 Blekinge län","55-64 år","forskarutbildning","män",42,46,47,49,51,61,65,68
"10 Blekinge län","55-64 år","forskarutbildning","kvinnor",29,28,31,34,33,33,34,37
"10 Blekinge län","55-64 år","uppgift om utbildningsnivå saknas","män",71,55,54,57,51,55,76,77
"10 Blekinge län","55-64 år","uppgift om utbildningsnivå saknas","kvinnor",61,48,53,43,40,41,57,67
"10 Blekinge län","65-74 år","förgymnasial utbildning kortare än 9 år","män",3283,3257,3194,3135,3024,2915,2758,2525
"10 Blekinge län","65-74 år","förgymnasial utbildning kortare än 9 år","kvinnor",3125,3019,2882,2734,2629,2436,2271,2056
"10 Blekinge län","65-74 år","förgymnasial utbildning, 9 (10) år","män",293,330,371,401,444,483,571,679
"10 Blekinge län","65-74 år","förgymnasial utbildning, 9 (10) år","kvinnor",640,664,698,730,726,746,795,875
"10 Blekinge län","65-74 år","gymnasial utbildning, högst 2 år","män",2142,2256,2330,2375,2437,2441,2494,2507
"10 Blekinge län","65-74 år","gymnasial utbildning, högst 2 år","kvinnor",3241,3378,3519,3635,3717,3764,3805,3792
"10 Blekinge län","65-74 år","gymnasial utbildning, 3 år","män",1386,1416,1468,1511,1521,1543,1524,1470
"10 Blekinge län","65-74 år","gymnasial utbildning, 3 år","kvinnor",389,458,521,584,652,727,785,812
"10 Blekinge län","65-74 år","eftergymnasial utbildning, mindre än 3 år","män",731,795,862,915,992,1088,1149,1164
"10 Blekinge län","65-74 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",768,842,899,951,1022,1070,1121,1208
"10 Blekinge län","65-74 år","eftergymnasial utbildning, 3 år eller mer","män",918,1032,1092,1159,1238,1291,1352,1367
"10 Blekinge län","65-74 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",875,947,987,1056,1109,1187,1260,1326
"10 Blekinge län","65-74 år","forskarutbildning","män",57,58,57,54,56,56,51,52
"10 Blekinge län","65-74 år","forskarutbildning","kvinnor",22,21,19,18,17,20,21,22
"10 Blekinge län","65-74 år","uppgift om utbildningsnivå saknas","män",97,106,109,114,106,95,103,108
"10 Blekinge län","65-74 år","uppgift om utbildningsnivå saknas","kvinnor",97,96,97,97,90,82,91,100
"12 Skåne län","16-24 år","förgymnasial utbildning kortare än 9 år","män",542,560,598,622,698,693,805,860
"12 Skåne län","16-24 år","förgymnasial utbildning kortare än 9 år","kvinnor",572,600,640,611,619,612,597,585
"12 Skåne län","16-24 år","förgymnasial utbildning, 9 (10) år","män",30283,29363,28432,27437,26955,26338,26496,26902
"12 Skåne län","16-24 år","förgymnasial utbildning, 9 (10) år","kvinnor",27441,26758,25605,24423,23701,23152,23250,23409
"12 Skåne län","16-24 år","gymnasial utbildning, högst 2 år","män",3055,3103,2789,2433,2438,2546,2611,2600
"12 Skåne län","16-24 år","gymnasial utbildning, högst 2 år","kvinnor",2421,2370,2231,2100,2005,1936,1950,1972
"12 Skåne län","16-24 år","gymnasial utbildning, 3 år","män",28069,28701,29111,29557,29005,28568,27685,26870
"12 Skåne län","16-24 år","gymnasial utbildning, 3 år","kvinnor",26535,26662,27241,27296,26738,25954,25198,24425
"12 Skåne län","16-24 år","eftergymnasial utbildning, mindre än 3 år","män",8082,8520,8755,8583,8381,8136,7945,7593
"12 Skåne län","16-24 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",10640,11282,11150,11064,11123,10856,10441,10194
"12 Skåne län","16-24 år","eftergymnasial utbildning, 3 år eller mer","män",1823,1952,2094,2329,2491,2440,2372,2237
"12 Skåne län","16-24 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",3259,3299,3619,3822,3890,3945,3933,3766
"12 Skåne län","16-24 år","forskarutbildning","män",1,1,1,1,1,0,0,0
"12 Skåne län","16-24 år","forskarutbildning","kvinnor",2,4,4,3,2,0,0,0
"12 Skåne län","16-24 år","uppgift om utbildningsnivå saknas","män",4042,3787,3661,3602,3614,3737,4313,4967
"12 Skåne län","16-24 år","uppgift om utbildningsnivå saknas","kvinnor",4142,3752,3618,3509,3329,3286,3492,3683
"12 Skåne län","25-34 år","förgymnasial utbildning kortare än 9 år","män",1882,1976,2086,2098,2258,2317,2463,2500
"12 Skåne län","25-34 år","förgymnasial utbildning kortare än 9 år","kvinnor",1904,2026,2090,2141,2236,2220,2198,2286
"12 Skåne län","25-34 år","förgymnasial utbildning, 9 (10) år","män",7924,8066,8220,8210,8343,8673,8961,9152
"12 Skåne län","25-34 år","förgymnasial utbildning, 9 (10) år","kvinnor",5073,5138,5205,5294,5322,5534,5761,5837
"12 Skåne län","25-34 år","gymnasial utbildning, högst 2 år","män",6592,6591,7097,7539,7744,7641,7858,7934
"12 Skåne län","25-34 år","gymnasial utbildning, högst 2 år","kvinnor",5032,5087,5432,5669,5888,5935,6137,6322
"12 Skåne län","25-34 år","gymnasial utbildning, 3 år","män",28050,28346,28234,28659,29556,30788,31917,33130
"12 Skåne län","25-34 år","gymnasial utbildning, 3 år","kvinnor",22500,22576,22515,22707,23234,23958,24454,25154
"12 Skåne län","25-34 år","eftergymnasial utbildning, mindre än 3 år","män",12363,12873,13219,13637,14043,14563,15228,15752
"12 Skåne län","25-34 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",12046,12645,13255,13850,14442,15075,15570,16066
"12 Skåne län","25-34 år","eftergymnasial utbildning, 3 år eller mer","män",20479,20311,20250,20085,20047,20130,20439,20555
"12 Skåne län","25-34 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",29963,30297,30326,30591,30960,31162,32089,32531
"12 Skåne län","25-34 år","forskarutbildning","män",604,535,520,493,517,515,547,572
"12 Skåne län","25-34 år","forskarutbildning","kvinnor",489,493,463,455,449,422,436,433
"12 Skåne län","25-34 år","uppgift om utbildningsnivå saknas","män",4897,4323,4061,3976,3860,3777,4130,4565
"12 Skåne län","25-34 år","uppgift om utbildningsnivå saknas","kvinnor",3397,3041,3104,3042,2999,2982,3264,3679
"12 Skåne län","35-44 år","förgymnasial utbildning kortare än 9 år","män",1656,1709,1785,1954,2131,2300,2529,2759
"12 Skåne län","35-44 år","förgymnasial utbildning kortare än 9 år","kvinnor",2445,2519,2599,2684,2742,2846,2925,3001
"12 Skåne län","35-44 år","förgymnasial utbildning, 9 (10) år","män",7770,7389,7106,7121,7276,7262,7271,7352
"12 Skåne län","35-44 år","förgymnasial utbildning, 9 (10) år","kvinnor",4926,4713,4562,4460,4515,4499,4527,4595
"12 Skåne län","35-44 år","gymnasial utbildning, högst 2 år","män",26663,24512,21780,19396,17362,15532,13708,12199
"12 Skåne län","35-44 år","gymnasial utbildning, högst 2 år","kvinnor",17849,16087,14319,12815,11423,10228,9142,8318
"12 Skåne län","35-44 år","gymnasial utbildning, 3 år","män",14396,15845,17466,18913,20406,21647,23016,23955
"12 Skåne län","35-44 år","gymnasial utbildning, 3 år","kvinnor",17602,17889,18405,18514,18864,19022,19363,19533
"12 Skåne län","35-44 år","eftergymnasial utbildning, mindre än 3 år","män",13049,12878,12502,12280,12313,12318,12472,12666
"12 Skåne län","35-44 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",12260,11790,11347,11099,10970,10996,11057,11411
"12 Skåne län","35-44 år","eftergymnasial utbildning, 3 år eller mer","män",18320,19364,20168,21040,22121,22871,23465,23953
"12 Skåne län","35-44 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",25655,27186,28654,30147,31784,33124,34260,35126
"12 Skåne län","35-44 år","forskarutbildning","män",1719,1774,1801,1848,1841,1832,1784,1758
"12 Skåne län","35-44 år","forskarutbildning","kvinnor",1190,1270,1358,1373,1451,1508,1526,1528
"12 Skåne län","35-44 år","uppgift om utbildningsnivå saknas","män",2714,2458,2563,2659,2801,2918,3210,3645
"12 Skåne län","35-44 år","uppgift om utbildningsnivå saknas","kvinnor",1497,1390,1390,1444,1495,1515,1699,1940
"12 Skåne län","45-54 år","förgymnasial utbildning kortare än 9 år","män",1884,1880,1879,1860,1937,1977,2057,2150
"12 Skåne län","45-54 år","förgymnasial utbildning kortare än 9 år","kvinnor",2640,2696,2721,2818,2936,2983,3090,3186
"12 Skåne län","45-54 år","förgymnasial utbildning, 9 (10) år","män",12354,11873,11343,10696,10165,9785,9407,9093
"12 Skåne län","45-54 år","förgymnasial utbildning, 9 (10) år","kvinnor",7543,7184,6807,6457,6094,5833,5672,5508
"12 Skåne län","45-54 år","gymnasial utbildning, högst 2 år","män",28349,29150,30053,30647,31070,31325,31503,31218
"12 Skåne län","45-54 år","gymnasial utbildning, högst 2 år","kvinnor",24724,24701,24465,24063,23697,23214,22555,21731
"12 Skåne län","45-54 år","gymnasial utbildning, 3 år","män",10376,10553,10838,10969,11057,11274,11456,11854
"12 Skåne län","45-54 år","gymnasial utbildning, 3 år","kvinnor",11985,12800,13566,14352,14877,15467,15887,16320
"12 Skåne län","45-54 år","eftergymnasial utbildning, mindre än 3 år","män",11330,11852,12445,12973,13413,13868,14185,14414
"12 Skåne län","45-54 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",12661,13114,13381,13629,13752,13856,13977,13959
"12 Skåne län","45-54 år","eftergymnasial utbildning, 3 år eller mer","män",12343,12791,13158,13652,14156,14744,15615,16389
"12 Skåne län","45-54 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",16585,17395,18322,19225,20089,21154,22492,23938
"12 Skåne län","45-54 år","forskarutbildning","män",1585,1632,1662,1724,1802,1870,1948,2034
"12 Skåne län","45-54 år","forskarutbildning","kvinnor",852,908,966,1046,1093,1189,1254,1354
